sec	kind	item	dec	rt	fn	d1	d2	desc	group	tbl	pdf	doc	md
08	R	&59	89			0, 1	0–100	Get Amplitude Envelope Velocity→Attack <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Get Amplitude Envelope	12	23	19	1009
08	R	&5A	90			0–100	N/A	Get Amplitude Envelope Decay <Data1> = value	Get Amplitude Envelope	12	23	19	1012
08	R	&5B	91			0–100	N/A	Get Amplitude Envelope Sustain <Data1> = value	Get Amplitude Envelope	12	23	19	1013
08	R	&5C	92			0–100	N/A	Get Amplitude Envelope Release <Data1> = value	Get Amplitude Envelope	12	23	19	1014
08	R	&5D	93			0, 1	0–100	Get Amplitude Envelope On Velocity→Release <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Get Amplitude Envelope	12	23	19	1015
08	R	&5E	94			0, 1	0–100	Get Amplitude Envelope Keyscale <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Get Amplitude Envelope	12	23	19	1017
08	R	&5F	95			0, 1	0–100	Get Amplitude Envelope Off Velocity→Rate <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Get Amplitude Envelope	12	23	19	1021
08	R	&68	104			0–100	N/A	Get Aux Env. Rate <Data1> = Rate value.	Get Aux Envelope	12	23	19	1025
08	R	&69	105			0, 1	0–100	Get Aux Env. Velocity→Rate <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Get Aux Envelope	12	23	19	1027
08	R	&6A	106			0, 1	0–100	Get Aux Env. Keyboard→R2/R4 <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Get Aux Envelope	12	23	19	1029
08	R	&6B	107			0–100	N/A	Get Aux Env. Level <Data1> = Level value.	Get Aux Envelope	12	23	19	1032
08	R	&6C	107			0, 1	0–100	Get Aux Env. Off Velocity→Rate <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Get Aux Envelope	12	23	19	1035
0A	C	&02	2			char1	…0	Create Program: <Data1…0> = Name	Program Selection, Creation and Deletion	13	24	20	1057
0A	C	&03	3			1–99	char1…0	Create Program with keygroups. <Data1> = number of keygroups, <Data2…0> = Name	Program Selection, Creation and Deletion	13	24	20	1059
0A	C	&05	5			char1	…0	Select Program (by name) to be current: <Data1…0> = Name	Program Selection, Creation and Deletion	13	24	20	1061
0A	C	&06	6			0–127(MSB)	0–127(LSB)	Select Program (by index) to be current: <Data1> = MSB; <Data2> = LSB (index = LSB+128×MSB).	Program Selection, Creation and Deletion	13	24	20	1062
0A	C	&07	7			N/A	N/A	Delete ALL programs from memory	Program Selection, Creation and Deletion	13	24	20	1064
0A	C	&08	8			N/A	N/A	Delete the currently selected Program from memory	Program Selection, Creation and Deletion	13	24	20	1066
0A	C	&09	9			char1	…0	Rename currently selected Program: <Data1…0> = Name	Program Selection, Creation and Deletion	13	24	20	1067
0A	C	&0A	10			0, 1	0–127a	Set “Program Number”. <Data1>: 0=OFF; 1=ON. <Data2>=program number (ony required if <Data1>=1).	Program Selection, Creation and Deletion	13	24	20	1069
0A	C	&0B	11			1–98	N/A	Add Keygroups to Program <Data1> = Number of Keygroups to add.	Program Selection, Creation and Deletion	13	24	20	1072
0A	C	&0C	12			0–98	N/A	Delete Keygroup from Program: <Data1> = Number of the keygroup to delete. (zero-based)	Program Selection, Creation and Deletion	13	24	20	1073
0A	C	&0D	13			0, 1	N/A	Set Keygroup Crossfade <Data1>: 0=OFF; 1=ON	Program Selection, Creation and Deletion	13	24	20	1076
0A	C	&10	16			N/A	N/A	Get Number of Programs in memory	Getting General Program Information for the Current Program.	13	24	20	1080
0A	C	&11	17			N/A	N/A	Get Current Program’s “Program Number”	Getting General Program Information for the Current Program.	13	24	20	1082
0A	C	&12	18			N/A	N/A	Get Current Program Index (i.e., its position in memory)	Getting General Program Information for the Current Program.	13	24	20	1083
0A	C	&13	19			N/A	N/A	Get Current Program Name	Getting General Program Information for the Current Program.	13	24	20	1084
0A	C	&14	20			N/A	N/A	Get Number of Keygroups in Current Program	Getting General Program Information for the Current Program.	13	24	20	1086
0A	C	&15	21			N/A	N/A	Get Keygroup Crossfade	Getting General Program Information for the Current Program.	13	24	20	1087
0A	C	&18	24			N/A	N/A	Get the “Program Numbers” of all the Programs in memory	Getting General Program Information for All the Programs in Memory.	13	24	20	1090
0A	C	&19	25			N/A	N/A	Get the names of all of the Programs in memory	Getting General Program Information for All the Programs in Memory.	13	24	20	1091
0A	C	&20	32	RT		0–100	N/A	Set Loudness. <Data1> = loudness value.	Output — Set Values	13	25	21	1099
0A	C	&21	33	RT		0, 1	0–100	Set Velocity Sensitivity. Values range from −100 to +100, where: <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Output — Set Values	13	25	21	1102
0A	C	&22	34	RT		1, 2	0–14	Set Amp Mod Source. <Data1> = Amp Mod (1 or 2) <Data2> = Modulation Source. (see Table 15)	Output — Set Values	13	25	21	1105
0A	C	&23	35	RT		1, 2	0, 1 ; <Data3>0–100	Set Amp Mod Value. <Data1> = Amp Mod (1 or 2) <Data2> = sign (0 = +ve, 1 = −ve), <Data3> = absolute value.	Output — Set Values	13	25	21	1108
0A	C	&24	36	RT		1, 2, 3	0–14	Set Pan Mod Source. <Data1> = Pan Mod (1, 2 or 3) <Data2> = Modulation Source. (see Table 15)	Output — Set Values	13	25	21	1112
0A	C	&25	37	RT		1, 2, 3	0, 1 ; <Data3>0–100	Set Pan Mod Value. <Data1> = Pan Mod (1, 2 or 3) <Data2> = sign (0 = +ve, 1 = −ve), <Data3> = absolute value.	Output — Set Values	13	25	21	1115
0A	C	&28	40			N/A	N/A	Get Loudness.	Output — Get Values	13	25	21	1118
0A	C	&29	41			N/A	N/A	Get Velocity Sensitivity.	Output — Get Values	13	25	21	1120
0A	C	&2A	42			1, 2	N/A	Get Amp Mod Source. <Data1> = Amp Mod (1 or 2)	Output — Get Values	13	25	21	1121
0A	C	&2B	43			1, 2	N/A	Get Amp Mod Value. <Data1> = Amp Mod (1 or 2)	Output — Get Values	13	25	21	1122
0A	C	&2C	44			1, 2, 3	N/A	Get Pan Mod Source. <Data1> = Pan Mod (1, 2 or 3)	Output — Get Values	13	25	21	1123
0A	C	&2D	45			1, 2, 3	N/A	Get Pan Mod Value. <Data1> = Pan Mod (1, 2 or 3)	Output — Get Values	13	25	21	1124
0A	C	&30	48	RT		0, 1	0–36	Semitone Tune. <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	MIDI/Tune — Set Values	13	25	21	1126
0A	C	&31	49	RT		0, 1	0–50	Fine Tune. <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	MIDI/Tune — Set Values	13	25	21	1130
0A	C	&32	50			0–7	N/A	Tune Template, where <Data1> = template. 0=USER, 1=EVEN-TEMPERED, 2=ORCHESTRAL, 3=WERKMEISTER, 4=1/5 MEANTONE, 5=1/4 MEANTONE, 6=JUST, 7=ARABIAN.	MIDI/Tune — Set Values	13	25	21	1133
0A	C	&33	51			0, 1	0–50…	Set User Tune Template. All the values are sent one after the other starting at C. The format of each value is the same as for Item &31{49}. (i.e., 24 data bytes are transmitted, representing all 12 notes.)	MIDI/Tune — Set Values	13	25	21	1137
0A	C	&34	52			0–11	N/A	Key = <Data1> where: 0=C, 1=C#, 2=D, 3=Eb, 4=E, 5=F, 6=F#, 7=G, 8=G#, 9=A, 10=Bb, 11=B	MIDI/Tune — Set Values	13	25	21	1142
0A	C	&38	56			N/A	N/A	Get Semitone Tune.	MIDI/Tune — Get Values	13	25	21	1147
0A	C	&39	57			N/A	N/A	Get Fine Tune.	MIDI/Tune — Get Values	13	25	21	1149
0A	C	&3A	58			N/A	N/A	Get Tune Template.	MIDI/Tune — Get Values	13	25	21	1150
0A	C	&3B	59			N/A	N/A	Get User Tune Template.	MIDI/Tune — Get Values	13	25	21	1151
0A	C	&3C	60			N/A	N/A	Get Key.	MIDI/Tune — Get Values	13	25	21	1152
0A	C	&40	64			0–24	N/A	Set Pitch Bend Up. <Data1> = semitones	Pitch Bend — Set Values	13	25	21	1154
0A	C	&41	65			0–24	N/A	Set Pitch Bend Down. <Data1> = semitones	Pitch Bend — Set Values	13	25	21	1156
0A	C	&42	66			0, 1	N/A	Set Bend Mode. <Data1> = mode, where 0=NORMAL, 1=HELD	Pitch Bend — Set Values	13	25	21	1157
0A	C	&43	67			0, 1	0–12	Set Aftertouch Value. <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Pitch Bend — Set Values	13	25	21	1158
0A	C	&44	68			0, 1	N/A	Set Legato Setting <Data1> = mode, where 0=OFF, 1=ON	Pitch Bend — Set Values	13	26	22	1167
0A	C	&45	69			0, 1	N/A	Set Portamento Enable <Data1> = mode, where 0=OFF, 1=ON	Pitch Bend — Set Values	13	26	22	1168
0A	C	&46	70			0, 1	N/A	Set Portamento Mode <Data1> = mode, where 0=TIME, 1=RATE	Pitch Bend — Set Values	13	26	22	1169
0A	C	&47	71			0–100	N/A	Set Portamento Time	Pitch Bend — Set Values	13	26	22	1170
0A	C	&48	72			N/A	N/A	Get Pitch Bend Up	Pitch Bend — Get Values	13	26	22	1173
0A	C	&49	73			N/A	N/A	Get Pitch Bend Down	Pitch Bend — Get Values	13	26	22	1175
0A	C	&4A	74			N/A	N/A	Get Bend Mode	Pitch Bend — Get Values	13	26	22	1176
0A	C	&4B	75			N/A	N/A	Get Aftertouch Value	Pitch Bend — Get Values	13	26	22	1177
0A	C	&4C	76			N/A	N/A	Get Legato Setting	Pitch Bend — Get Values	13	26	22	1178
0A	C	&4D	77			N/A	N/A	Get Portamento Enable	Pitch Bend — Get Values	13	26	22	1179
0A	C	&4E	78			N/A	N/A	Get Portamento Mode	Pitch Bend — Get Values	13	26	22	1180
0A	C	&4F	79			N/A	N/A	Get Portamento Time	Pitch Bend — Get Values	13	26	22	1181
0A	C	&50	80	RT	b	1, 2	0–100	Set LFO Rate. <Data2> = rate	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1183
0A	C	&51	81	RT	b	1, 2	0–100	Set LFO Delay. <Data2> = delay	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1186
0A	C	&52	82	RT	b	1, 2	0–100	Set LFO Depth. <Data2> = depth	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1189
0A	C	&53	83	RT		1, 2	0–8	Set LFO Waveform. <Data2> = waveform, where: 0=SINE, 1=TRIANGLE, 2=SQUARE, 3=SQUARE+, 4=SQUARE−, 5=SAW BI, 6=SAW UP, 7=SAW DOWN, 8=RANDOM	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1192
0A	C	&54	84	RT		1	0, 1	Set LFO Sync. <Data2> = (0=OFF, 1=ON). (LFO1 only)	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1196
0A	C	&55	85	RT		2	0, 1	Set LFO Re-trigger. <Data2> = (0=OFF, 1=ON). (LFO2 only)	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1197
0A	C	&56	86	RT		1, 2	0–14	Set Rate Mod Source <Data2> = Modulation Source. (see Table 15)	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1198
0A	C	&57	87	RT		1, 2	0, 1 ; <Data3>0–100	Set Rate Mod Value <Data2> = sign (0 = +ve, 1 = −ve), <Data3> = absolute value.	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1202
0A	C	&58	88	RT		1, 2	0–14	Set Delay Mod Source <Data2> = Modulation Source. (see Table 15)	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1207
0A	C	&59	89	RT		1, 2	0, 1 ; <Data3>0–100	Set Delay Mod Value <Data2> = sign (0 = +ve, 1 = −ve), <Data3> = absolute value.	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1210
0A	C	&5A	90	RT		1, 2	0–14	Set Depth Mod Source <Data2> = Modulation Source. (see Table 15)	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1214
0A	C	&5B	91	RT		1, 2	0, 1 ; <Data3>0–100	Set Depth Mod Value <Data2> = sign (0 = +ve, 1 = −ve), <Data3> = absolute value.	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1217
0A	C	&5C	92	RT		1	0–100	Set Modwheel <Data2> = value (LFO1 only)	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1222
0A	C	&5D	93	RT		1	0–100	Set Aftertouch <Data2> = value (LFO1 only)	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1224
0A	C	&5E	94	RT		2	0, 1	Set MIDI Clock Sync Enable <Data2> = (0=OFF, 1=ON) (LFO2 only)	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1227
0A	C	&5F	95	RT		2	0–68	Set MIDI Clock Sync Division (LFO2 only) <Data2> = value, where 0=8cy/bt, 1=6cy/bt, 2=4cy/bt, 3=3cy/bt, 4=2cy/bt, 5=1cy/bt 6=2bt/cy, 7=3bt/cy, …, 68=64bt/cy	LFOs — Set Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1229
0A	C	&60	96		b	1, 2	N/A	Get LFO Rate	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1234
0A	C	&61	97		b	1, 2	N/A	Get LFO Delay	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	26	22	1236
0A	C	&62	98		b	1, 2	N/A	Get LFO Depth	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1243
0A	C	&63	99			1, 2	N/A	Get LFO Waveform	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1246
0A	C	&64	100			1	N/A	Get LFO Sync (LFO1 only)	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1247
0A	C	&65	101			2	N/A	Get LFO Re-trigger (LFO2 only)	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1248
0A	C	&66	102			1, 2	N/A	Get Rate Mod Source	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1249
0A	C	&67	103			1, 2	N/A	Get Rate Mod Value	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1250
0A	C	&68	104			1, 2	N/A	Get Delay Mod Source	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1251
0A	C	&69	105			1, 2	N/A	Get Delay Mod Value	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1252
0A	C	&6A	106			1, 2	N/A	Get Depth Mod Source	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1253
0A	C	&6B	107			1, 2	N/A	Get Depth Mod Value	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1254
0A	C	&6C	108			1	N/A	Get Modwheel (LFO1 only)	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1255
0A	C	&6D	109			1	N/A	Get Aftertouch (LFO1 only)	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1256
0A	C	&6E	110			2	N/A	Get MIDI Clock Sync Enable (LFO2 only)	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1257
0A	C	&6F	111			2	N/A	Get MIDI Clock Sync Division (LFO2 only)	LFOs — Get Values. <Data1> = LFO (1=LFO1, 2=LFO2)	13	27	23	1258
0A	C	&70	112			1, 2	0–14	Set Pitch Mod Source. <Data1> = Pitch Mod (1 or 2) <Data2> = Modulation Source. (see Table 15)	Keygroup Modulation Sources — Set Values	13	27	23	1260
0A	C	&71	113			1	0–14	Set Amp Mod Source. <Data1> = Amp Mod (1 only) <Data2> = Modulation Source. (see Table 15)	Keygroup Modulation Sources — Set Values	13	27	23	1262
0A	C	&72	114			1, 2, 3	0–14	Set Filter Mod Input Source. <Data1> = Mod Input (1, 2 or 3) <Data2> = Modulation Source. (see Table 15)	Keygroup Modulation Sources — Set Values	13	27	23	1264
0A	C	&74	116			1, 2	N/A	Get Pitch Mod Source. <Data1> = Pitch Mod (1 or 2)	Keygroup Modulation Sources — Get Values	13	27	23	1267
0A	C	&75	117			1	N/A	Get Amp Mod Source. <Data1> = Amp Mod (1 only)	Keygroup Modulation Sources — Get Values	13	27	23	1268
0A	C	&76	118			1, 2, 3	N/A	Get Filter Mod Input Source. <Data1> = Mod Input (1, 2 or 3)	Keygroup Modulation Sources — Get Values	13	27	23	1269
0A	R	&10	16			0–127 (MSB)	0–127 (LSB)	The number of Programs in memory is returned, where: <Data1> = MSB; <Data2> = LSB (NumPrograms = LSB+128×MSB)	Getting General Program Information for the Current Program.	14	27	23	1279
0A	R	&11	17			0, 1	0–127a ; (OFF,ON)	The Current Program’s “Program number” <Data1> = Program Number On or Off, 0=OFF, 1=ON <Data2> = Program Number (set to 0 if number is off).	Getting General Program Information for the Current Program.	14	27	23	1281
0A	R	&12	18			0–127 (MSB)	0–127 (LSB)	Program Index (i.e., position in memory), where: <Data1> = MSB; <Data2> = LSB (Index = LSB+128×MSB)	Getting General Program Information for the Current Program.	14	27	23	1285
0A	R	&13	19			char1	…0	The name of the Current Program, <Data1…0> is a character string.	Getting General Program Information for the Current Program.	14	28	24	1292
0A	R	&14	20			0–99	N/A	<Data1> = Number of Keygroups in Current Program.	Getting General Program Information for the Current Program.	14	28	24	1293
0A	R	&15	21			0, 1	N/A	Get Keygroup Crossfade <Data1>: 0=OFF; 1=ON	Getting General Program Information for the Current Program.	14	28	24	1294
0A	R	&18	24		b	0, 1	0–127a ; (OFF,ON)	The “Program numbers” of all of the Programs in memory. Note that several <Data> fields may be transmitted (one set for every Program in memory). The message format is the same as for <Item> &11{17}.	Getting General Program Information for All the Programs in Memory.	14	28	24	1297
0A	R	&19	25		b	char1…	0…charN…0…	The names of all of the Programs in memory. (See comments to	Getting General Program Information for All the Programs in Memory.	14	28	24	1302
0A	R	&28	40			0–100	N/A	Loudness = <Data1>	Output — Get Values	14	28	24	1305
0A	R	&29	41			0, 1	0–100	Velocity Sensitivity values range from −100 to +100, where: <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Output — Get Values	14	28	24	1308
0A	R	&2A	42			0–14	N/A	Amp Mod Source, where: <Data1> = Modulation Source. (see Table 15)	Output — Get Values	14	28	24	1311
0A	R	&2B	43			0, 1	0–100	Amp Mod Value, where: <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Output — Get Values	14	28	24	1314
0A	R	&2C	44			0–14	N/A	Amp Pan Source, where: <Data1> = Modulation Source. (see Table 15)	Output — Get Values	14	28	24	1317
0A	R	&2D	45			0, 1	0–100	Amp Pan Value, where: <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Output — Get Values	14	28	24	1320
0A	R	&38	56			0, 1	0–36	Semitone Tune. <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	MIDI/Tune — Get Values	14	28	24	1324
0A	R	&39	57			0, 1	0–50	Fine Tune. <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	MIDI/Tune — Get Values	14	28	24	1327
0A	R	&3A	58			0–7	N/A	Tune Template, where <Data1> = template. 0=USER, 1=EVEN-TEMPERED, 2=ORCHESTRAL, 3=WERKMEISTER, 4=1/5 MEANTONE, 5=1/4 MEANTONE, 6=JUST, 7=ARABIAN.	MIDI/Tune — Get Values	14	28	24	1330
0A	R	&3B	59			0, 1	0–50…	Get User Tune Template Returns the fine tune settings of all of the 12 semitones one after another, starting at C. The format is the same as that in Item &39{57}	MIDI/Tune — Get Values	14	28	24	1334
0A	R	&3C	60			0–11	N/A	Key = <Data1> where: 0=C, 1=C#, 2=D, 3=Eb, 4=E, 5=F, 6=F#, 7=G, 8=G#, 9=A, 10=Bb, 11=B	MIDI/Tune — Get Values	14	28	24	1338
0A	R	&48	72			0–24	N/A	Get Pitch Bend Up <Data1> = semitones	Pitch Bend — Get Values	14	28	24	1343
0A	R	&49	73			0–24	N/A	Get Pitch Bend Down <Data1> = semitones	Pitch Bend — Get Values	14	28	24	1345
0A	R	&4A	74			0, 1	N/A	Get Bend Mode <Data1> = mode, where 0=NORMAL, 1=HELD	Pitch Bend — Get Values	14	28	24	1346
0A	R	&4B	75			0, 1	0–12	Get Aftertouch Value <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	Pitch Bend — Get Values	14	28	24	1347
0A	R	&4C	76			0, 1	N/A	Get Legato Setting <Data1> = mode, where 0=OFF, 1=ON	Pitch Bend — Get Values	14	28	24	1350
0A	R	&4D	77			0, 1	N/A	Get Portamento Enable <Data1> = mode, where 0=OFF, 1=ON	Pitch Bend — Get Values	14	28	24	1351
0A	R	&4E	78			0, 1	N/A	Get Portamento Mode <Data1> = mode, where 0=TIME, 1=RATE	Pitch Bend — Get Values	14	28	24	1352
0A	R	&4F	79			0–100	N/A	Get Portamento Time <Data1> = time	Pitch Bend — Get Values	14	28	24	1353
0A	R	&60	96			0–100	N/A	LFO Rate = <Data1>	LFOs — Get Values.	14	29	25	1361
0A	R	&61	97			0–100	N/A	LFO Delay = <Data1>	LFOs — Get Values.	14	29	25	1363
0A	R	&62	98			0–100	N/A	LFO Depth = <Data1>	LFOs — Get Values.	14	29	25	1364
0A	R	&63	99			0–8	N/A	LFO Waveform = <Data1>, where: 0=SINE, 1=TRIANGLE, 2=SQUARE, 3=SQUARE+, 4=SQUARE−, 5=SAW BI, 6=SAW UP, 7=SAW DOWN, 8=RANDOM	LFOs — Get Values.	14	29	25	1365
0A	R	&64	100			0, 1	N/A	LFO Sync = <Data1>, where 0=OFF, 1=ON	LFOs — Get Values.	14	29	25	1368
0A	R	&65	101			0, 1	N/A	LFO Re-trigger = <Data1>, where 0=OFF, 1=ON	LFOs — Get Values.	14	29	25	1370
0A	R	&66	102			0–14	N/A	Rate Mod Source = <Data1>, where Modulation Source is returned as defined in Table 15.	LFOs — Get Values.	14	29	25	1371
0A	R	&67	103			0, 1	0–100	Rate Mod Value, where <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	LFOs — Get Values.	14	29	25	1374
0A	R	&68	104			0–14	N/A	Delay Mod Source = <Data1>, where Modulation Source is returned as defined in Table 15.	LFOs — Get Values.	14	29	25	1377
0A	R	&69	105			0, 1	0–100	Delay Mod Value, where <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	LFOs — Get Values.	14	29	25	1380
0A	R	&6A	106			0–14	N/A	Depth Mod Source = <Data1>, where Modulation Source is returned as defined in Table 15.	LFOs — Get Values.	14	29	25	1383
0A	R	&6B	107			0, 1	0–100	Depth Mod Value, where <Data1> = sign (0 = +ve, 1 = −ve), <Data2> = absolute value.	LFOs — Get Values.	14	29	25	1386
0A	R	&6C	108			0–100	N/A	Modwheel value = <Data1>	LFOs — Get Values.	14	29	25	1389
0A	R	&6D	109			0–100	N/A	Aftertouch value = <Data1>	LFOs — Get Values.	14	29	25	1391
0A	R	&6E	110			0, 1	N/A	MIDI Clock Sync Enable = <Data1>, where 0=OFF, 1=ON	LFOs — Get Values.	14	29	25	1392
0A	R	&6F	111			0–68	N/A	MIDI Clock Sync Division = <Data1>, where 0=8cy/bt, 1=6cy/bt, 2=4cy/bt, 3=3cy/bt, 4=2cy/bt, 5=1cy/bt 6=2bt/cy, 7=3bt/cy, …, 68=64bt/cy	LFOs — Get Values.	14	29	25	1393
0A	R	&74	116			0–14	N/A	Get Pitch Mod Source. <Data1> = Modulation Source. (see Table 15)	Keygroup Modulation Sources — Get Values	14	29	25	1398
0A	R	&75	117			0–14	N/A	Get Amp Mod Source. <Data1> = Modulation Source. (see Table 15)	Keygroup Modulation Sources — Get Values	14	29	25	1399
0A	R	&76	118			0–14	N/A	Get Filter Mod Input Source <Data1> = Modulation Source. (see Table 15)	Keygroup Modulation Sources — Get Values	14	29	25	1402
0C	C	&01	1			0, 1, 2	N/A	Set the number of parts for new multis: 0=32, 1=64, 2=128.	Multi Creation and Deletion	16	30	26	1443
0C	C	&02	2			char1	…0	Create Multi: Name is a string and must end with a zero.	Multi Creation and Deletion	16	30	26	1444
0C	C	&05	5			char1	…0	Select Multi (by name) to be current: Name is a string and must end with a zero.	Multi Creation and Deletion	16	30	26	1445
0C	C	&06	6			0–127(MSB)	0–127(LSB)	Select Multi (by index) to be current: <Data1> = MSB; <Data2> = LSB (index = LSB+128×MSB).	Multi Creation and Deletion	16	30	26	1447
0C	C	&07	7			N/A	N/A	Delete ALL Multis from memory.	Multi Creation and Deletion	16	30	26	1449
0C	C	&08	8			N/A	N/A	Delete the currently selected Multi from memory.	Multi Creation and Deletion	16	30	26	1450
0C	C	&10	16	RT		0–127	&00–1F{0–31}	Set Part MIDI Channel, Data2: 1A=0, 2A=1, …, 16B=31	Setting Multi Part Parameters (Data1 = Part Number)	16	30	26	1452
0C	C	&11	17	RT		0–127	0, 1	Set Part Mute, Data2: 0=OFF, 1=ON	Setting Multi Part Parameters (Data1 = Part Number)	16	30	26	1454
0C	C	&12	18	RT		0–127	0, 1	Set Part Solo, Data2: 0=OFF, 1=ON	Setting Multi Part Parameters (Data1 = Part Number)	16	30	26	1456
0C	C	&13	19	RT		0–127	&00–64{0–100}	Set Part Level, Data2=PartLevel	Setting Multi Part Parameters (Data1 = Part Number)	16	30	26	1458
0C	C	&14	20	RT		0–127	&00–17{0–23}	Set Part Output, Data2=Output: 0–7 = op1/2–op15/16; 8–23 = op1-op16	Setting Multi Part Parameters (Data1 = Part Number)	16	30	26	1460
0C	C	&15	21	RT		0–127	&0E–72{14–114}	Set Part Pan/Balance, Data2=Pan/Bal (14–114 = L50–R50); centre=&40{64}	Setting Multi Part Parameters (Data1 = Part Number)	16	30	26	1463
0C	C	&16	22	RT		0–127	0–4	Set Part Effects Channel: Data2 = 0 (OFF), 1(FX1), 2(FX2), 3(RV3), 4(RV4)	Setting Multi Part Parameters (Data1 = Part Number)	16	30	26	1466
0C	C	&17	23	RT		0–127	&00–64{0–100}	Set Part FX Send Level	Setting Multi Part Parameters (Data1 = Part Number)	16	30	26	1469
0C	C	&18	24	RT		0–127	&00–64{0–100}	Set Part Fine Tune:Data2 = CentsTuning: (0 = −50cents; …; 100 = +50cents); centre=&32{50}	Setting Multi Part Parameters (Data1 = Part Number)	16	30	26	1471
0C	C	&19	25	RT		0–127	&00–48{0–72}	Set Part Transpose:Data2 = semitones: (0 = −36semitones; …; 72 = +36semitones); centre=&24{36}	Setting Multi Part Parameters (Data1 = Part Number)	16	31	27	1478
0C	C	&1A	26	RT		0–127	&15–7F{21–127}	Set Part Low Note:Data2 = note: (21–127 = A-1 – G8)	Setting Multi Part Parameters (Data1 = Part Number)	16	31	27	1480
0C	C	&1B	27	RT		0–127	&15–7F{21–127}	Set Part High Note:Data2 = note: (21–127 = A-1 – G8)	Setting Multi Part Parameters (Data1 = Part Number)	16	31	27	1482
0C	C	&20	32	RT		0–127	N/A	Get Part MIDI Channel (See Set… above for parameter ranges)	Getting Multi Part Parameters (Data1 = Part Number)	16	31	27	1486
0C	C	&21	33	RT		0–127	N/A	Get Part Mute (See Set… above for parameter ranges)	Getting Multi Part Parameters (Data1 = Part Number)	16	31	27	1488
